Dia de Din Instante;Mês de Din Instante;Val Geraenergiaconmwmed
17;março de 2017;0,51504166
18;março de 2017;0
19;março de 2017;0
20;março de 2017;0
21;março de 2017;0,646125
22;março de 2017;1,09858333
23;março de 2017;0,80670833
24;março de 2017;0,81425
25;março de 2017;1,041625
26;março de 2017;0,9915
27;março de 2017;0,969
28;março de 2017;0,77433333
29;março de 2017;0,70325
30;março de 2017;0,628625
31;março de 2017;0,8075
1;fevereiro de 2017;1,18766666
2;fevereiro de 2017;1,11708333
3;fevereiro de 2017;1,119625
4;fevereiro de 2017;1,192875
5;fevereiro de 2017;1,13775
6;fevereiro de 2017;1,15870833
7;fevereiro de 2017;1,06954166
8;fevereiro de 2017;1,1205
9;fevereiro de 2017;1,03891666
10;fevereiro de 2017;0,824375
11;fevereiro de 2017;0,86133333
12;fevereiro de 2017;0,97275
13;fevereiro de 2017;1,100375
14;fevereiro de 2017;0,746625
15;fevereiro de 2017;0,94116666
16;fevereiro de 2017;0,76175
17;fevereiro de 2017;0,943875
18;fevereiro de 2017;0,82341666
19;fevereiro de 2017;1,08383333
20;fevereiro de 2017;0,98654166
21;fevereiro de 2017;1,04525
22;fevereiro de 2017;0,8515
23;fevereiro de 2017;1,07733333
24;fevereiro de 2017;0,99775
25;fevereiro de 2017;1,09066666
26;fevereiro de 2017;1,07075
27;fevereiro de 2017;1,07725
28;fevereiro de 2017;1,02733333
1;janeiro de 2017;0,87245833
2;janeiro de 2017;1,240625
3;janeiro de 2017;1,214875
4;janeiro de 2017;1,16295833
5;janeiro de 2017;1,13020833
6;janeiro de 2017;0,94325
7;janeiro de 2017;1,047
8;janeiro de 2017;1,03225
9;janeiro de 2017;1,03454166
10;janeiro de 2017;1,02929166
11;janeiro de 2017;1,07883333
12;janeiro de 2017;1,104125
13;janeiro de 2017;1,131
14;janeiro de 2017;1,0455
15;janeiro de 2017;1,06720833
16;janeiro de 2017;0,96708333
17;janeiro de 2017;1,03358333
18;janeiro de 2017;0,893875
19;janeiro de 2017;1,07470833
20;janeiro de 2017;1,14470833
21;janeiro de 2017;1,065875
22;janeiro de 2017;1,17429166
23;janeiro de 2017;0,9985
24;janeiro de 2017;0,89879166
25;janeiro de 2017;1,073875
26;janeiro de 2017;1,08229166
27;janeiro de 2017;1,238625
28;janeiro de 2017;0,71570833
29;janeiro de 2017;1,11020833
30;janeiro de 2017;1,08016666
31;janeiro de 2017;1,20295833
1;dezembro de 2016;1,190375
2;dezembro de 2016;1,05158333
3;dezembro de 2016;1,19875
4;dezembro de 2016;1,21416666
5;dezembro de 2016;1,19195833
6;dezembro de 2016;1,17766666
7;dezembro de 2016;1,167625
8;dezembro de 2016;1,08179166
9;dezembro de 2016;0,912625
10;dezembro de 2016;1,1205
11;dezembro de 2016;0,78270833
12;dezembro de 2016;0,953625
13;dezembro de 2016;1,01641666
14;dezembro de 2016;1,14245833
15;dezembro de 2016;1,10529166
16;dezembro de 2016;0,61054166
17;dezembro de 2016;0,52675
18;dezembro de 2016;0,80508333
19;dezembro de 2016;0,56958333
20;dezembro de 2016;0,75166666
21;dezembro de 2016;0,88575
22;dezembro de 2016;0,65466666
23;dezembro de 2016;0,90766666
24;dezembro de 2016;1,161
25;dezembro de 2016;1,08658333
26;dezembro de 2016;0,99883333
27;dezembro de 2016;1,21283333
28;dezembro de 2016;0,95329166
29;dezembro de 2016;0,00158333
30;dezembro de 2016;0,99141666
31;dezembro de 2016;1,224375
1;novembro de 2016;0,86445833
2;novembro de 2016;0,99329166
3;novembro de 2016;0,81408333
4;novembro de 2016;0,99179166
5;novembro de 2016;0,95366666
6;novembro de 2016;1,04616666
7;novembro de 2016;1,16066666
8;novembro de 2016;1,18658333
9;novembro de 2016;1,00695833
10;novembro de 2016;1,12033333
11;novembro de 2016;0,919125
12;novembro de 2016;1,14416666
13;novembro de 2016;0,93508333
14;novembro de 2016;1,238
15;novembro de 2016;0,87541666
16;novembro de 2016;0,98645833
17;novembro de 2016;1,21154166
18;novembro de 2016;1,239625
19;novembro de 2016;0,96
20;novembro de 2016;0,844375
21;novembro de 2016;1,15854166
22;novembro de 2016;1,247875
23;novembro de 2016;1,20529166
24;novembro de 2016;1,27745833
25;novembro de 2016;1,28366666
26;novembro de 2016;1,22670833
27;novembro de 2016;1,06658333
28;novembro de 2016;1,21708333
29;novembro de 2016;1,226875
30;novembro de 2016;1,169375
1;outubro de 2016;1,04629166
2;outubro de 2016;0,818625
3;outubro de 2016;1,03445833
4;outubro de 2016;0,98708333
5;outubro de 2016;1,04354166
6;outubro de 2016;1,12533333
7;outubro de 2016;1,084125
8;outubro de 2016;1,15675
9;outubro de 2016;1,24458333
10;outubro de 2016;0,97675
11;outubro de 2016;0,7505
12;outubro de 2016;0,793
13;outubro de 2016;0,734625
14;outubro de 2016;0,78875
15;outubro de 2016;1,22220833
16;outubro de 2016;1,10191304
17;outubro de 2016;1,250125
18;outubro de 2016;1,22504166
19;outubro de 2016;1,30379166
20;outubro de 2016;1,15175
21;outubro de 2016;1,05225
22;outubro de 2016;1,042
23;outubro de 2016;1,226
24;outubro de 2016;1,08704166
25;outubro de 2016;1,19758333
26;outubro de 2016;1,17933333
27;outubro de 2016;1,23770833
28;outubro de 2016;1,24533333
29;outubro de 2016;1,31945833
30;outubro de 2016;1,13404166
31;outubro de 2016;1,02391666
1;setembro de 2016;0,88166666
2;setembro de 2016;0,9345
3;setembro de 2016;0,848375
4;setembro de 2016;1,20358333
5;setembro de 2016;0,95404166
6;setembro de 2016;1,06445833
7;setembro de 2016;0,9525
8;setembro de 2016;1,10295833
9;setembro de 2016;1,24508333
10;setembro de 2016;1,06241666
11;setembro de 2016;0,8005
12;setembro de 2016;0,95270833
13;setembro de 2016;1,22720833
14;setembro de 2016;0,944
15;setembro de 2016;1,2925
16;setembro de 2016;1,28633333
17;setembro de 2016;0,95304166
18;setembro de 2016;1,23208333
19;setembro de 2016;1,16229166
20;setembro de 2016;1,19633333
21;setembro de 2016;1,228875
22;setembro de 2016;1,00741666
23;setembro de 2016;0,80325
24;setembro de 2016;1,079125
25;setembro de 2016;1,26733333
26;setembro de 2016;1,18854166
27;setembro de 2016;1,1275
28;setembro de 2016;1,15025
29;setembro de 2016;1,16045833
30;setembro de 2016;1,085875
1;agosto de 2016;0,82475
2;agosto de 2016;0,75204166
3;agosto de 2016;0,71545833
4;agosto de 2016;0,92783333
5;agosto de 2016;1,12125
6;agosto de 2016;0,89845833
7;agosto de 2016;1,21108333
8;agosto de 2016;1,24083333
9;agosto de 2016;1,02770833
10;agosto de 2016;1,18458333
11;agosto de 2016;1,17575
12;agosto de 2016;1,23875
13;agosto de 2016;1,13479166
14;agosto de 2016;0,95666666
15;agosto de 2016;1,179
16;agosto de 2016;1,163375
17;agosto de 2016;1,18208333
18;agosto de 2016;1,22525
19;agosto de 2016;0,795625
20;agosto de 2016;0,81054166
21;agosto de 2016;1,17145833
22;agosto de 2016;1,19908333
23;agosto de 2016;0,849625
24;agosto de 2016;0,78616666
25;agosto de 2016;0,72920833
26;agosto de 2016;0,6025
27;agosto de 2016;0,55641666
28;agosto de 2016;0,81783333
29;agosto de 2016;1,03745833
30;agosto de 2016;1,04020833
31;agosto de 2016;0,52208333
1;julho de 2016;0,60679166
2;julho de 2016;0,54520833
3;julho de 2016;0,677375
4;julho de 2016;0,71933333
5;julho de 2016;0,61016666
6;julho de 2016;1,01866666
7;julho de 2016;1,10729166
8;julho de 2016;1,12858333
9;julho de 2016;0,85508333
10;julho de 2016;0,80908333
11;julho de 2016;0,31183333
12;julho de 2016;0,89629166
13;julho de 2016;0,935875
14;julho de 2016;0,92295833
15;julho de 2016;0,91466666
16;julho de 2016;1,17779166
17;julho de 2016;1,17891666
18;julho de 2016;1,12675
19;julho de 2016;1,124
20;julho de 2016;1,02695833
21;julho de 2016;0,88970833
22;julho de 2016;0,83979166
23;julho de 2016;0,79879166
24;julho de 2016;0,72770833
25;julho de 2016;1,11458333
26;julho de 2016;0,89941666
27;julho de 2016;0,81141666
28;julho de 2016;0,58408333
29;julho de 2016;0,790625
30;julho de 2016;0,56075
31;julho de 2016;0,75016666
1;junho de 2016;0,733875
2;junho de 2016;0,87625
3;junho de 2016;0,94058333
4;junho de 2016;0,98454166
5;junho de 2016;0,77545833
6;junho de 2016;0,89316666
7;junho de 2016;0,894625
8;junho de 2016;0,7535
9;junho de 2016;0,77604166
10;junho de 2016;0,97258333
11;junho de 2016;1,05891666
12;junho de 2016;1,16566666
13;junho de 2016;1,07133333
14;junho de 2016;0,64354166
15;junho de 2016;0,595625
16;junho de 2016;0,291375
17;junho de 2016;0,43029166
18;junho de 2016;0,93583333
19;junho de 2016;0,64133333
20;junho de 2016;0,62791666
21;junho de 2016;1,013875
22;junho de 2016;0,49958333
23;junho de 2016;0,74233333
24;junho de 2016;0,83791666
25;junho de 2016;0,57841666
26;junho de 2016;0,618
27;junho de 2016;0,29429166
28;junho de 2016;0,48983333
29;junho de 2016;0,82354166
30;junho de 2016;0,652
1;maio de 2016;1,14983333
2;maio de 2016;0,695875
3;maio de 2016;0,69508333
4;maio de 2016;0,94658333
5;maio de 2016;1,179625
6;maio de 2016;0,87608333
7;maio de 2016;1,25483333
8;maio de 2016;1,02379166
9;maio de 2016;0,95533333
10;maio de 2016;0,58020833
11;maio de 2016;0,83983333
12;maio de 2016;1,10845833
13;maio de 2016;1,10495833
14;maio de 2016;1,19729166
15;maio de 2016;0,664875
16;maio de 2016;0,46991666
17;maio de 2016;0,64845833
18;maio de 2016;1,03925
19;maio de 2016;1,136375
20;maio de 2016;0,738625
21;maio de 2016;0,78379166
22;maio de 2016;0,57129166
23;maio de 2016;0,76795833
24;maio de 2016;0,885125
25;maio de 2016;0,313625
26;maio de 2016;0,547625
27;maio de 2016;0,76108333
28;maio de 2016;0,68083333
29;maio de 2016;0,59683333
30;maio de 2016;0,36279166
31;maio de 2016;0,41775
1;abril de 2016;0,95766666
2;abril de 2016;1,02695833
3;abril de 2016;1,10983333
4;abril de 2016;1,104875
5;abril de 2016;0,68966666
6;abril de 2016;1,190125
7;abril de 2016;1,01166666
8;abril de 2016;1,18716666
9;abril de 2016;1,25308333
10;abril de 2016;1,07779166
11;abril de 2016;0,946875
12;abril de 2016;0,77354166
13;abril de 2016;0,38141666
14;abril de 2016;0
15;abril de 2016;0,00016666
16;abril de 2016;1,11875
17;abril de 2016;0,845875
18;abril de 2016;0,66275
19;abril de 2016;0,94920833
20;abril de 2016;0,987375
21;abril de 2016;1,005625
22;abril de 2016;0,9915
23;abril de 2016;1,05695833
24;abril de 2016;1,189875
25;abril de 2016;0,822125
26;abril de 2016;1,06604166
27;abril de 2016;1,156
28;abril de 2016;1,20891666
29;abril de 2016;1,04554166
30;abril de 2016;1,14179166
1;março de 2016;1,28525
2;março de 2016;1,17895833
3;março de 2016;1,084375
4;março de 2016;1,20054166
5;março de 2016;1,24604166
6;março de 2016;1,03520833
7;março de 2016;1,2835
8;março de 2016;1,21479166
9;março de 2016;1,26795833
10;março de 2016;1,19466666
11;março de 2016;1,21808333
12;março de 2016;1,04854166
13;março de 2016;1,11654166
14;março de 2016;0,805
15;março de 2016;1,21483333
16;março de 2016;1,061625
17;março de 2016;1,00745833
18;março de 2016;1,08591666
19;março de 2016;1,20033333
20;março de 2016;1,057125
21;março de 2016;1,00191666
22;março de 2016;0,99058333
23;março de 2016;1,071875
24;março de 2016;1,15658333
25;março de 2016;1,07891666
26;março de 2016;1,184625
27;março de 2016;1,077125
28;março de 2016;1,05754166
29;março de 2016;1,096625
30;março de 2016;0,90004166
31;março de 2016;1,03445833
1;fevereiro de 2016;0,90166666
2;fevereiro de 2016;0,945
3;fevereiro de 2016;1,11166666
4;fevereiro de 2016;1,15925
5;fevereiro de 2016;1,165875
6;fevereiro de 2016;0,98675
7;fevereiro de 2016;0,89379166
8;fevereiro de 2016;1,42658333
9;fevereiro de 2016;1,21458333
10;fevereiro de 2016;1,226125
11;fevereiro de 2016;1,27691666
12;fevereiro de 2016;1,34408333
13;fevereiro de 2016;1,086625
14;fevereiro de 2016;0,939625
15;fevereiro de 2016;1,05191666
16;fevereiro de 2016;0,78916666
17;fevereiro de 2016;0,93970833
18;fevereiro de 2016;1,251625
19;fevereiro de 2016;0,74625
20;fevereiro de 2016;1,10641666
21;fevereiro de 2016;0,96083333
22;fevereiro de 2016;0,90933333
23;fevereiro de 2016;0,96829166
24;fevereiro de 2016;1,12291666
25;fevereiro de 2016;1,02895833
26;fevereiro de 2016;1,21041666
27;fevereiro de 2016;1,16166666
28;fevereiro de 2016;1,226625
29;fevereiro de 2016;1,36195833
1;janeiro de 2016;1,312625
2;janeiro de 2016;0,889125
3;janeiro de 2016;1,02366666
4;janeiro de 2016;0,89545833
5;janeiro de 2016;0,520375
6;janeiro de 2016;0,55454166
7;janeiro de 2016;0,6445
8;janeiro de 2016;0,711625
9;janeiro de 2016;0,86495833
10;janeiro de 2016;0,91466666
11;janeiro de 2016;0,89245833
12;janeiro de 2016;1,11383333
13;janeiro de 2016;0,700125
14;janeiro de 2016;0,694
15;janeiro de 2016;1,17658333
16;janeiro de 2016;0,668625
17;janeiro de 2016;0,782375
18;janeiro de 2016;0,75375
19;janeiro de 2016;0,805875
20;janeiro de 2016;0,44895833
21;janeiro de 2016;0,74041666
22;janeiro de 2016;0,48216666
23;janeiro de 2016;0,69191666
24;janeiro de 2016;0,90766666
25;janeiro de 2016;1,25733333
26;janeiro de 2016;1,16941666
27;janeiro de 2016;0,84416666
28;janeiro de 2016;1,30829166
29;janeiro de 2016;0,78575
30;janeiro de 2016;0,96004166
31;janeiro de 2016;0,97045833
1;dezembro de 2015;1,14741666
2;dezembro de 2015;1,21133333
3;dezembro de 2015;1,08108333
4;dezembro de 2015;1,16020833
5;dezembro de 2015;0,90716666
6;dezembro de 2015;1,01216666
7;dezembro de 2015;1,20554166
8;dezembro de 2015;1,26183333
9;dezembro de 2015;1,147625
10;dezembro de 2015;1,09945833
11;dezembro de 2015;1,22320833
12;dezembro de 2015;1,20670833
13;dezembro de 2015;1,16433333
14;dezembro de 2015;0,94775
15;dezembro de 2015;1,11070833
16;dezembro de 2015;1,187375
17;dezembro de 2015;0,70616666
18;dezembro de 2015;0,860125
19;dezembro de 2015;0,75433333
20;dezembro de 2015;0,90475
21;dezembro de 2015;0,71283333
22;dezembro de 2015;0,74633333
23;dezembro de 2015;1,08070833
24;dezembro de 2015;0,907625
25;dezembro de 2015;0,72625
26;dezembro de 2015;1,25191666
27;dezembro de 2015;0,86825
28;dezembro de 2015;0,98579166
29;dezembro de 2015;0,44575
30;dezembro de 2015;0,900625
31;dezembro de 2015;0,95608333
1;novembro de 2015;0,98520833
2;novembro de 2015;1,24833333
3;novembro de 2015;0,601
4;novembro de 2015;1,25320833
5;novembro de 2015;1,21475
6;novembro de 2015;1,12941666
7;novembro de 2015;1,27945833
8;novembro de 2015;0,61975
9;novembro de 2015;0,96579166
10;novembro de 2015;0,95183333
11;novembro de 2015;1,29908333
12;novembro de 2015;1,342875
13;novembro de 2015;1,30258333
14;novembro de 2015;1,30295833
15;novembro de 2015;1,21341666
16;novembro de 2015;1,31866666
17;novembro de 2015;1,33533333
18;novembro de 2015;1,29733333
19;novembro de 2015;1,12533333
20;novembro de 2015;1,26275
21;novembro de 2015;1,3065
22;novembro de 2015;1,29633333
23;novembro de 2015;1,280125
24;novembro de 2015;1,1585
25;novembro de 2015;0,62383333
26;novembro de 2015;1,02191666
27;novembro de 2015;1,18316666
28;novembro de 2015;1,14554166
29;novembro de 2015;1,2715
30;novembro de 2015;1,240625
1;outubro de 2015;0,913125
2;outubro de 2015;1,13170833
3;outubro de 2015;1,1815
4;outubro de 2015;1,31075
5;outubro de 2015;1,07575
6;outubro de 2015;0,64395833
7;outubro de 2015;1,14025
8;outubro de 2015;0,599
9;outubro de 2015;0,98133333
10;outubro de 2015;1,34158333
11;outubro de 2015;1,32875
12;outubro de 2015;1,07854166
13;outubro de 2015;1,072625
14;outubro de 2015;0,96391666
15;outubro de 2015;0,88420833
16;outubro de 2015;1,10266666
17;outubro de 2015;1,26679166
18;outubro de 2015;1,37856521
19;outubro de 2015;1,24291666
20;outubro de 2015;1,34029166
21;outubro de 2015;1,374125
22;outubro de 2015;1,33541666
23;outubro de 2015;1,266875
24;outubro de 2015;1,33658333
25;outubro de 2015;1,35766666
26;outubro de 2015;1,34945833
27;outubro de 2015;1,36420833
28;outubro de 2015;1,34933333
29;outubro de 2015;1,32420833
30;outubro de 2015;1,13220833
31;outubro de 2015;0,64820833
1;setembro de 2015;0,897125
2;setembro de 2015;1,26129166
3;setembro de 2015;0,94370833
4;setembro de 2015;0,75525
5;setembro de 2015;0,61625
6;setembro de 2015;1,29929166
7;setembro de 2015;1,31825
8;setembro de 2015;1,096375
9;setembro de 2015;0,56741666
10;setembro de 2015;1,1105
11;setembro de 2015;1,17070833
12;setembro de 2015;1,21258333
13;setembro de 2015;1,05216666
14;setembro de 2015;0,962625
15;setembro de 2015;0,724
16;setembro de 2015;0,79666666
17;setembro de 2015;0,82245833
18;setembro de 2015;0,67820833
19;setembro de 2015;1,0785
20;setembro de 2015;1,14929166
21;setembro de 2015;1,23354166
22;setembro de 2015;0,59845833
23;setembro de 2015;1,034375
24;setembro de 2015;0,843
25;setembro de 2015;1,04566666
26;setembro de 2015;1,14429166
27;setembro de 2015;1,24429166
28;setembro de 2015;1,19304166
29;setembro de 2015;1,22233333
30;setembro de 2015;1,172
1;agosto de 2015;0,01945833
2;agosto de 2015;0,087875
3;agosto de 2015;0,234875
4;agosto de 2015;0,18716666
5;agosto de 2015;0,21829166
6;agosto de 2015;0,21779166
7;agosto de 2015;0,507375
8;agosto de 2015;0,56916666
9;agosto de 2015;0,95004166
10;agosto de 2015;0,48404166
11;agosto de 2015;0,702
12;agosto de 2015;0,83045833
13;agosto de 2015;0,98129166
14;agosto de 2015;0,06433333
15;agosto de 2015;0,00816666
16;agosto de 2015;0,21495833
17;agosto de 2015;1,12170833
18;agosto de 2015;1,31791666
19;agosto de 2015;0,936875
20;agosto de 2015;1,014625
21;agosto de 2015;1,25941666
22;agosto de 2015;1,195
23;agosto de 2015;1,00679166
24;agosto de 2015;1,25695833
25;agosto de 2015;1,20770833
26;agosto de 2015;1,219
27;agosto de 2015;1,26275
28;agosto de 2015;1,29666666
29;agosto de 2015;1,212625
30;agosto de 2015;0,86220833
31;agosto de 2015;1,174625
1;julho de 2015;0
2;julho de 2015;0
3;julho de 2015;0
4;julho de 2015;0
5;julho de 2015;0
6;julho de 2015;0
7;julho de 2015;0
8;julho de 2015;0
9;julho de 2015;0
10;julho de 2015;0
11;julho de 2015;0
12;julho de 2015;0
13;julho de 2015;0
14;julho de 2015;0
15;julho de 2015;0
16;julho de 2015;0
17;julho de 2015;0
18;julho de 2015;0
19;julho de 2015;0
20;julho de 2015;0
21;julho de 2015;0
22;julho de 2015;0
23;julho de 2015;0
24;julho de 2015;0
25;julho de 2015;0
26;julho de 2015;0
27;julho de 2015;0
28;julho de 2015;0
29;julho de 2015;0
30;julho de 2015;8,333e-05
31;julho de 2015;0,046625
