Estacao;Data;Hora;Precipitacao;TempMaxima;TempMinima;Insolacao;Evaporacao Piche;Temp Comp Media;Umidade Relativa Media;Velocidade do Vento Media;
82689;24/11/2018;0000;;35.8;;5.6;6.8;29.64;57.5;2.966667;
82689;24/11/2018;1200;1.5;;24.4;;;;;;
82689;25/11/2018;0000;;36.2;;7.2;7;28.5;63.25;4.033333;
82689;25/11/2018;1200;0;;23.8;;;;;;
82689;26/11/2018;0000;;35.6;;8.2;8;30.2;55.75;4.333333;
82689;26/11/2018;1200;0.3;;25.2;;;;;;
82689;27/11/2018;0000;;33;;0;6.6;27.08;72.5;2.266667;
82689;27/11/2018;1200;2.5;;23.8;;;;;;
82689;28/11/2018;0000;;37;;6.6;6;31.12;;3.766667;
82689;28/11/2018;1200;0;;25.3;;;;;;
82689;29/11/2018;0000;;36.8;;10.6;;30.06;59.5;2.366667;
82689;29/11/2018;1200;0;;24.2;;;;;;
82689;30/11/2018;0000;;37;;9.8;7.8;31;54.5;3.566667;
82689;30/11/2018;1200;0;;24.4;;;;;;
82689;01/12/2018;0000;;36.8;;10.8;;30.28;55.5;3.4296;
82689;01/12/2018;1200;0;;24.4;;;;;;
82689;02/12/2018;0000;;35.8;;6.8;;30.9;61;2.22924;
82689;02/12/2018;1200;0;;25.8;;;;;;
82689;03/12/2018;0000;;36.2;;6.4;;30.82;60.75;3.25812;
82689;03/12/2018;1200;0;;26.4;;;;;;
82689;04/12/2018;0000;;36.6;;8;;29.4;62.5;2.22924;
82689;04/12/2018;1200;0;;25.9;;;;;;
82689;05/12/2018;0000;;35.4;;3.1;;29.8;67.75;1.7148;
82689;05/12/2018;1200;0;;26.5;;;;;;
82689;06/12/2018;0000;;33.2;;6.6;;27.4;77.75;2.40072;
82689;06/12/2018;1200;17.8;;22.8;;;;;;
82689;07/12/2018;0000;;34.8;;8.6;;27.92;82.25;1.20036;
82689;07/12/2018;1200;39.3;;23;;;;;;
82689;08/12/2018;0000;;35.6;;10.3;;29.22;77.75;1.02888;
82689;08/12/2018;1200;4.5;;23.9;;;;;;
82689;09/12/2018;0000;;35.5;;10;;28.04;79.75;2.22924;
82689;09/12/2018;1200;0;;25.5;;;;;;
82689;10/12/2018;0000;;29.8;;2.3;;27.2;82.5;2.22924;
82689;10/12/2018;1200;7;;23.4;;;;;;
82689;11/12/2018;0000;;34.4;;11.1;;28.14;70;3.25812;
82689;11/12/2018;1200;2.4;;24.5;;;;;;
82689;12/12/2018;0000;;33.4;;10;;28.28;54.75;2.74368;
82689;12/12/2018;1200;0;;21.6;;;;;;
82689;13/12/2018;0000;;34.9;;11.7;;27.66;70.75;2.22924;
82689;13/12/2018;1200;0;;21.2;;;;;;
82689;14/12/2018;0000;;35.2;;11.4;;28.64;71.5;2.22924;
82689;14/12/2018;1200;0.9;;23.6;;;;;;
82689;15/12/2018;0000;;35;;11.4;;27.78;68.25;2.22924;
82689;15/12/2018;1200;0;;22.7;;;;;;
82689;16/12/2018;0000;;35;;10.7;;29.08;67.25;1.7148;
82689;16/12/2018;1200;0;;23.2;;;;;;
82689;17/12/2018;0000;;28.6;;7.7;;25.24;81;2.74368;
82689;17/12/2018;1200;0.5;;23.2;;;;;;
82689;18/12/2018;0000;;34.9;;5.3;;27.24;78.5;1.7148;
82689;18/12/2018;1200;26.9;;23.1;;;;;;
82689;19/12/2018;0000;;34.7;;11.7;;27.96;71.5;2.22924;
82689;19/12/2018;1200;0;;22.3;;;;;;
82689;20/12/2018;0000;;34;;11;;28.24;69;2.5722;
82689;20/12/2018;1200;0;;22.8;;;;;;
82689;21/12/2018;0000;;34.9;;11;;28.08;69.5;2.40072;
82689;21/12/2018;1200;0;;22.9;;;;;;
82689;22/12/2018;0000;;34.4;;8.2;;28.26;67.25;2.22924;
82689;22/12/2018;1200;0;;23.7;;;;;;
82689;23/12/2018;0000;;32.6;;4.7;;27.92;69.25;3.60108;
82689;23/12/2018;1200;1.2;;24.6;;;;;;
82689;24/12/2018;0000;;30;;3.2;;25.24;88.75;1.20036;
82689;24/12/2018;1200;31.3;;21.3;;;;;;
82689;25/12/2018;0000;;31.4;;9.1;;26.68;77.5;3.34386;
82689;25/12/2018;1200;0;;23.2;;;;;;
82689;26/12/2018;0000;;32.6;;11.7;;26.88;74.75;2.91516;
82689;26/12/2018;1200;0;;22.9;;;;;;
82689;27/12/2018;0000;;33;;11.6;;26.98;75.25;1.54332;
82689;27/12/2018;1200;0;;22.3;;;;;;
82689;28/12/2018;0000;;34.3;;11.1;;27.7;73;2.5722;
82689;28/12/2018;1200;0;;22.9;;;;;;
82689;29/12/2018;0000;;33.8;;8.8;;27.48;77.25;2.40072;
82689;29/12/2018;1200;0;;22.7;;;;;;
82689;30/12/2018;0000;;35.3;;8.3;;28.36;77.25;1.7148;
82689;30/12/2018;1200;0;;23.1;;;;;;
82689;31/12/2018;0000;;35;;11.6;;28.48;72.75;2.74368;
82689;31/12/2018;1200;0;;22.8;;;;;;
82689;01/01/2019;0000;;;;;;;;3.08664;
82689;01/01/2019;1200;0;;23.2;;;;;;
82689;02/01/2019;0000;;36.4;;11.6;;29.7;58;3.77256;
82689;02/01/2019;1200;0;;23.8;;;;;;
82689;03/01/2019;0000;;36.4;;11.8;;29.38;54.25;3.08664;
82689;03/01/2019;1200;0;;22.2;;;;;;
82689;04/01/2019;0000;;36.2;;10.2;;29.02;68;1.88628;
82689;04/01/2019;1200;0;;24.1;;;;;;
82689;05/01/2019;0000;;37;;10.1;;28.14;66.25;2.91516;
82689;05/01/2019;1200;0;;22.3;;;;;;
82689;06/01/2019;0000;;32.5;;1.2;;27.72;77.75;1.88628;
82689;06/01/2019;1200;0;;24.5;;;;;;
82689;07/01/2019;0000;;32;;2;;28.3;80.5;1.88628;
82689;07/01/2019;1200;0;;25;;;;;;
82689;08/01/2019;0000;;33.6;;4.6;;27.02;79;1.7148;
82689;08/01/2019;1200;0.4;;23.1;;;;;;
82689;09/01/2019;0000;;33.6;;5.5;;27.12;78;2.05776;
82689;09/01/2019;1200;0.2;;23;;;;;;
82689;10/01/2019;0000;;34.6;;6.6;;27.58;75;2.22924;
82689;10/01/2019;1200;3.9;;23.3;;;;;;
82689;11/01/2019;0000;;36.1;;11;;29.46;70.5;2.05776;
82689;11/01/2019;1200;0;;24;;;;;;
82689;12/01/2019;0000;;36.2;;10.9;;29.5;60.25;4.45848;
82689;12/01/2019;1200;0;;22.6;;;;;;
82689;13/01/2019;0000;;35;;9;;28.56;71.75;2.40072;
82689;13/01/2019;1200;7.7;;22.1;;;;;;
82689;14/01/2019;0000;;33.6;;6.1;;26.84;82.75;1.7148;
82689;14/01/2019;1200;7;;23.4;;;;;;
82689;15/01/2019;0000;;33.3;;6.9;;27.7;79;2.40072;
82689;15/01/2019;1200;6;;24.7;;;;;;
82689;16/01/2019;0000;;35;;8.8;;27.54;81.25;1.7148;
82689;16/01/2019;1200;0;;24.2;;;;;;
82689;17/01/2019;0000;;34.9;;8.8;;28.3;87.25;0.68592;
82689;17/01/2019;1200;4;;23.2;;;;;;
82689;18/01/2019;0000;;33.1;;7.9;;25.96;89.5;0.51444;
82689;18/01/2019;1200;45;;21.9;;;;;;
82689;19/01/2019;0000;;32.6;;10.3;;27.56;81.5;2.22924;
82689;19/01/2019;1200;0.8;;23;;;;;;
82689;20/01/2019;0000;;33.7;;11.1;;28.52;71.75;2.40072;
82689;20/01/2019;1200;0;;25;;;;;;
82689;21/01/2019;0000;;33.6;;11;;27.7;77;2.40072;
82689;21/01/2019;1200;0;;23.4;;;;;;
82689;22/01/2019;0000;;34;;11.4;;28.12;74.75;1.7148;
82689;22/01/2019;1200;0;;21.9;;;;;;
82689;23/01/2019;0000;;32.8;;8.1;;27.48;83;1.7148;
82689;23/01/2019;1200;6.1;;23.6;;;;;;
82689;24/01/2019;0000;;34.4;;11.3;;28.04;78;1.88628;
82689;24/01/2019;1200;0.3;;23;;;;;;
82689;25/01/2019;0000;;34.6;;8.9;;28.58;73.5;1.20036;
82689;25/01/2019;1200;0;;23.1;;;;;;
82689;26/01/2019;0000;;34.2;;8.7;;26.7;79.5;1.7148;
82689;26/01/2019;1200;8.8;;23.6;;;;;;
82689;27/01/2019;0000;;34;;11.3;;28.06;76.25;1.7148;
82689;27/01/2019;1200;0;;22.2;;;;;;
82689;28/01/2019;0000;;34.1;;8.1;;26.36;80.25;1.7148;
82689;28/01/2019;1200;0;;21.5;;;;;;
82689;29/01/2019;0000;;36;;11.4;;28.56;69.5;2.74368;
82689;29/01/2019;1200;0;;21;;;;;;
82689;30/01/2019;0000;;33.1;;10.4;;26.9;86.75;0.8574;
82689;30/01/2019;1200;19;;22;;;;;;
82689;31/01/2019;0000;;36;;10.3;;29.14;80;1.7148;
82689;31/01/2019;1200;0;;25.3;;;;;;
82689;01/02/2019;0000;;34.7;;9.5;;28.78;81;1.37184;
82689;01/02/2019;1200;0.2;;25.1;;;;;;
82689;02/02/2019;0000;;34.9;;10.3;;28.62;76.5;1.88628;
82689;02/02/2019;1200;0;;24;;;;;;
82689;03/02/2019;0000;;35.2;;9.6;;28.94;67.75;3.08664;
82689;03/02/2019;1200;0;;23.8;;;;;;
82689;04/02/2019;0000;;34.2;;9.3;;27.46;81.75;1.37184;
82689;04/02/2019;1200;25;;21.5;;;;;;
82689;05/02/2019;0000;;34.6;;10.1;;27;85;2.22924;
82689;05/02/2019;1200;0.7;;24.6;;;;;;
82689;06/02/2019;0000;;33.8;;8.8;;26.46;85.5;1.37184;
82689;06/02/2019;1200;5.8;;23.8;;;;;;
82689;07/02/2019;0000;;32.8;;7.9;;27.48;80.5;2.05776;
82689;07/02/2019;1200;1.7;;23.8;;;;;;
82689;08/02/2019;0000;;34.2;;11.3;;27.4;78;1.54332;
82689;08/02/2019;1200;0;;22.7;;;;;;
82689;09/02/2019;0000;;34.2;;11;;27.66;77;1.7148;
82689;09/02/2019;1200;0;;21.4;;;;;;
82689;10/02/2019;0000;;35.3;;10.2;;28.18;67;2.05776;
82689;10/02/2019;1200;0;;22.4;;;;;;
82689;11/02/2019;0000;;35.8;;11.6;;29.46;68.75;2.91516;
82689;11/02/2019;1200;0;;24.6;;;;;;
82689;12/02/2019;0000;;35.6;;9.4;;29.38;71.75;2.40072;
82689;12/02/2019;1200;0;;23.5;;;;;;
82689;13/02/2019;0000;;34;;4.4;;27.58;81.5;1.7148;
82689;13/02/2019;1200;0;;25.4;;;;;;
82689;14/02/2019;0000;;31.2;;4;;26.36;88.75;1.02888;
82689;14/02/2019;1200;2.7;;23.6;;;;;;
82689;15/02/2019;0000;;32.4;;4.9;;26.42;84.75;1.7148;
82689;15/02/2019;1200;9.6;;22.8;;;;;;
82689;16/02/2019;0000;;32.5;;3.9;;25.08;92;1.02888;
82689;16/02/2019;1200;74.2;;21.8;;;;;;
82689;17/02/2019;0000;;33.1;;7.2;;26.16;89.5;1.88628;
82689;17/02/2019;1200;2.8;;22.9;;;;;;
82689;18/02/2019;0000;;33.4;;8.9;;27.44;81.5;1.88628;
82689;18/02/2019;1200;12.7;;23.7;;;;;;
82689;19/02/2019;0000;;33.2;;9.8;;27.56;85.25;1.20036;
82689;19/02/2019;1200;0;;24.6;;;;;;
82689;20/02/2019;0000;;33.6;;9.9;;27.3;85;1.54332;
82689;20/02/2019;1200;2;;23.1;;;;;;
82689;21/02/2019;0000;;33.7;;10.4;;28.4;82.75;1.7148;
82689;21/02/2019;1200;0;;25;;;;;;
82689;22/02/2019;0000;;32;;4;;26.82;84.5;1.54332;
82689;22/02/2019;1200;0.4;;22.6;;;;;;
82689;23/02/2019;0000;;33.9;;6.6;;26.54;82;1.54332;
82689;23/02/2019;1200;0;;23.2;;;;;;
82689;24/02/2019;0000;;32.6;;8.1;;26.42;88.25;1.37184;
82689;24/02/2019;1200;20;;23.3;;;;;;
82689;25/02/2019;0000;;33;;8.2;;26.4;78.5;1.7148;
82689;25/02/2019;1200;0;;23.4;;;;;;
82689;26/02/2019;0000;;33.4;;9.3;;27.48;83.25;1.7148;
82689;26/02/2019;1200;0;;23.2;;;;;;
82689;27/02/2019;0000;;32.8;;7.2;;27.86;82.5;1.7148;
82689;27/02/2019;1200;0;;24.1;;;;;;
82689;28/02/2019;0000;;34;;10.7;;27.48;75.75;1.88628;
82689;28/02/2019;1200;0;;23.2;;;;;;
82689;01/03/2019;0000;;33.6;;8.8;;27.4;73;1.37184;
82689;01/03/2019;1200;0;;23;;;;;;
82689;02/03/2019;0000;;30;;1.4;;26.74;77.75;1.20036;
82689;02/03/2019;1200;0;;23.8;;;;;;
82689;03/03/2019;0000;;30.4;;4.4;;25.96;87.75;0.8574;
82689;03/03/2019;1200;3.9;;23.2;;;;;;
82689;04/03/2019;0000;;32.4;;5.7;;26.48;77.75;2.40072;
82689;04/03/2019;1200;0;;23.3;;;;;;
82689;05/03/2019;0000;;33;;6.7;;26.9;77.75;2.5722;
82689;05/03/2019;1200;6;;23.2;;;;;;
82689;06/03/2019;0000;;33.4;;10;;26.58;79.5;2.22924;
82689;06/03/2019;1200;0;;21.1;;;;;;
82689;07/03/2019;0000;;32.8;;7.4;;27.14;82.75;1.02888;
82689;07/03/2019;1200;0.9;;23.2;;;;;;
82689;08/03/2019;0000;;34.8;;10.6;;28.06;76;2.5722;
82689;08/03/2019;1200;0;;23.2;;;;;;
82689;09/03/2019;0000;;34.4;;10.9;;27.8;66.5;2.5722;
82689;09/03/2019;1200;0;;22;;;;;;
82689;10/03/2019;0000;;35.5;;10;;28.3;71.5;1.54332;
82689;10/03/2019;1200;0;;21.7;;;;;;
82689;11/03/2019;0000;;35.9;;10.1;;28.76;66.25;2.05776;
82689;11/03/2019;1200;0;;23.9;;;;;;
82689;12/03/2019;0000;;36;;8.5;;27.66;72.75;3.08664;
82689;12/03/2019;1200;0;;23.4;;;;;;
82689;13/03/2019;0000;;33.6;;6.1;;27.78;77.75;2.74368;
82689;13/03/2019;1200;1.7;;21.8;;;;;;
82689;14/03/2019;0000;;35.8;;8.2;;26.54;84.5;2.05776;
82689;14/03/2019;1200;0.7;;23.1;;;;;;
82689;15/03/2019;0000;;33.7;;8;;25.92;88.75;0.8574;
82689;15/03/2019;1200;54.9;;22.5;;;;;;
82689;16/03/2019;0000;;31.6;;7.8;;26.56;83.75;1.02888;
82689;16/03/2019;1200;13.4;;23;;;;;;
82689;17/03/2019;0000;;33.8;;10.5;;27.7;84.75;1.54332;
82689;17/03/2019;1200;0.1;;23.7;;;;;;
82689;18/03/2019;0000;;33.7;;9.3;;27.1;81.25;1.54332;
82689;18/03/2019;1200;0;;23.8;;;;;;
82689;19/03/2019;0000;;33.5;;7.5;;27.1;86.25;2.05776;
82689;19/03/2019;1200;0;;23.6;;;;;;
82689;20/03/2019;0000;;33.6;;6.8;;28.06;82.25;1.20036;
82689;20/03/2019;1200;0;;24.2;;;;;;
82689;21/03/2019;0000;;34;;7.4;;27.18;84.5;1.37184;
82689;21/03/2019;1200;0;;24.6;;;;;;
82689;22/03/2019;0000;;33.7;;9.4;;27.66;83.5;1.54332;
82689;22/03/2019;1200;0;;24.2;;;;;;
82689;23/03/2019;0000;;33.8;;7.9;;26.2;88.5;1.02888;
82689;23/03/2019;1200;10;;23.2;;;;;;
82689;24/03/2019;0000;;32;;5.4;;26.78;81.75;2.91516;
82689;24/03/2019;1200;21;;23;;;;;;
82689;25/03/2019;0000;;31.4;;9.2;;25.96;86.75;1.88628;
82689;25/03/2019;1200;27.4;;22;;;;;;
82689;26/03/2019;0000;;33;;10.2;;27.06;78;3.25812;
82689;26/03/2019;1200;0;;23.6;;;;;;
82689;27/03/2019;0000;;33.2;;8.8;;26.7;85;1.02888;
82689;27/03/2019;1200;0.2;;23.3;;;;;;
82689;28/03/2019;0000;;32.5;;8.6;;26.06;86;1.7148;
82689;28/03/2019;1200;9.3;;22.2;;;;;;
82689;29/03/2019;0000;;32.9;;7.2;;27.46;85;1.02888;
82689;29/03/2019;1200;0;;23.5;;;;;;
82689;30/03/2019;0000;;33.6;;8.1;;26.24;89.5;0.8574;
82689;30/03/2019;1200;0.3;;23.5;;;;;;
82689;31/03/2019;0000;;31.2;;6.8;;25.44;89;3.4296;
82689;31/03/2019;1200;94.2;;22.2;;;;;;
82689;01/04/2019;0000;;31.6;;8.8;;26.02;89.75;1.02888;
82689;01/04/2019;1200;0.8;;22.8;;;;;;
82689;02/04/2019;0000;;32.4;;10.2;;26.92;87.75;1.20036;
82689;02/04/2019;1200;0.6;;23;;;;;;
82689;03/04/2019;0000;;32;;8.5;;26.52;83.5;1.88628;
82689;03/04/2019;1200;60.4;;22.5;;;;;;
82689;04/04/2019;0000;;31.4;;9;;26.36;85.25;1.88628;
82689;04/04/2019;1200;9;;24.2;;;;;;
82689;05/04/2019;0000;;33;;9.8;;26.9;86;1.37184;
82689;05/04/2019;1200;0;;24.2;;;;;;
82689;06/04/2019;0000;;31.6;;7.3;;25.98;88.25;1.88628;
82689;06/04/2019;1200;0;;23.9;;;;;;
82689;07/04/2019;0000;;31.6;;9.8;;26.94;87.25;2.05776;
82689;07/04/2019;1200;4.5;;23.4;;;;;;
82689;08/04/2019;0000;;32.8;;10.8;;27.06;82;1.7148;
82689;08/04/2019;1200;0;;22.9;;;;;;
82689;09/04/2019;0000;;33;;8.6;;27.84;82;2.05776;
82689;09/04/2019;1200;0;;24.2;;;;;;
82689;10/04/2019;0000;;31.8;;10.7;;27.08;85.25;1.7148;
82689;10/04/2019;1200;27.4;;24.2;;;;;;
82689;11/04/2019;0000;;33;;7.7;;26.4;84;2.40072;
82689;11/04/2019;1200;1.6;;24.4;;;;;;
82689;12/04/2019;0000;;32.3;;8.7;;26.62;83.75;1.7148;
82689;12/04/2019;1200;0;;23.6;;;;;;
82689;13/04/2019;0000;;32.8;;9.8;;26.28;79.75;3.25812;
82689;13/04/2019;1200;0;;23.5;;;;;;
82689;14/04/2019;0000;;31.8;;10.2;;26.64;81;2.05776;
82689;14/04/2019;1200;6;;22.8;;;;;;
82689;15/04/2019;0000;;32.9;;9.9;;27.6;78.5;1.20036;
82689;15/04/2019;1200;0;;24.4;;;;;;
82689;16/04/2019;0000;;33;;9.1;;27.08;87.5;1.54332;
82689;16/04/2019;1200;0;;23.8;;;;;;
82689;17/04/2019;0000;;33.2;;10.3;;27.64;76.5;1.88628;
82689;17/04/2019;1200;0;;24.2;;;;;;
82689;18/04/2019;0000;;33.5;;10.8;;27.66;80.75;1.02888;
82689;18/04/2019;1200;0;;23.6;;;;;;
82689;19/04/2019;0000;;32.7;;7.2;;27.44;84;1.7148;
82689;19/04/2019;1200;0;;24.7;;;;;;
82689;20/04/2019;0000;;33.9;;8.7;;27.02;86;1.88628;
82689;20/04/2019;1200;0;;24.2;;;;;;
82689;21/04/2019;0000;;32.5;;8.7;;27.32;85;1.20036;
82689;21/04/2019;1200;5.9;;23.9;;;;;;
82689;22/04/2019;0000;;32.6;;11;;26.76;79;1.7148;
82689;22/04/2019;1200;0;;23.1;;;;;;
82689;23/04/2019;0000;;33;;10.4;;27.18;80.75;1.37184;
82689;23/04/2019;1200;0;;22.3;;;;;;
82689;24/04/2019;0000;;32;;9.1;;27.66;81.5;2.22924;
82689;24/04/2019;1200;3.9;;23.7;;;;;;
82689;25/04/2019;0000;;31.8;;6.7;;26.5;80.5;2.91516;
82689;25/04/2019;1200;2.1;;23.1;;;;;;
82689;26/04/2019;0000;;31.7;;6.8;;26.96;86.75;1.54332;
82689;26/04/2019;1200;0.8;;24;;;;;;
82689;27/04/2019;0000;;32.4;;9.5;;27.16;85.25;1.7148;
82689;27/04/2019;1200;7.6;;23.2;;;;;;
82689;28/04/2019;0000;;32.8;;9.2;;27.7;85;1.54332;
82689;28/04/2019;1200;0;;24.1;;;;;;
82689;29/04/2019;0000;;33.4;;7.5;;28.6;80.75;1.02888;
82689;29/04/2019;1200;0;;24.5;;;;;;
82689;30/04/2019;0000;;32.5;;9.6;;26.44;85.25;1.37184;
82689;30/04/2019;1200;9;;24.1;;;;;;
82689;01/05/2019;0000;;32.1;;9.2;;26.72;84.5;1.7148;
82689;01/05/2019;1200;2.4;;23.2;;;;;;
82689;02/05/2019;0000;;32.4;;10;;26.38;80.25;1.88628;
82689;02/05/2019;1200;0.2;;22.3;;;;;;
82689;03/05/2019;0000;;32.6;;10.8;;26.28;82.5;1.37184;
82689;03/05/2019;1200;0;;22.4;;;;;;
82689;04/05/2019;0000;;32;;10.7;;25.82;75.5;3.25812;
82689;04/05/2019;1200;0;;19.3;;;;;;
82689;05/05/2019;0000;;32.2;;9.9;;26.52;74;2.74368;
82689;05/05/2019;1200;0;;20.1;;;;;;
82689;06/05/2019;0000;;32.6;;9;;26.12;81.75;1.20036;
82689;06/05/2019;1200;0;;22.2;;;;;;
82689;07/05/2019;0000;;33.1;;7.9;;26.44;76.75;1.88628;
82689;07/05/2019;1200;0;;19.8;;;;;;
82689;08/05/2019;0000;;32.3;;4.3;;26.08;91.75;1.37184;
82689;08/05/2019;1200;0;;23.4;;;;;;
82689;09/05/2019;0000;;32.3;;9.1;;27.38;78.25;2.22924;
82689;09/05/2019;1200;27.4;;23;;;;;;
82689;10/05/2019;0000;;35.4;;8.7;;27.62;86;1.54332;
82689;10/05/2019;1200;0.7;;22.6;;;;;;
82689;11/05/2019;0000;;31.6;;6.5;;26.62;85.5;1.54332;
82689;11/05/2019;1200;0;;22.9;;;;;;
82689;12/05/2019;0000;;30.2;;1.5;;25.66;86;1.54332;
82689;12/05/2019;1200;0;;22.9;;;;;;
82689;13/05/2019;0000;;30.8;;4.4;;25.16;84.75;1.02888;
82689;13/05/2019;1200;0;;21.5;;;;;;
82689;14/05/2019;0000;;33.8;;10.5;;27.76;78.25;1.37184;
82689;14/05/2019;1200;0;;23.2;;;;;;
82689;15/05/2019;0000;;30.8;;3.3;;25.42;93.75;0.51444;
82689;15/05/2019;1200;1.1;;23.1;;;;;;
82689;16/05/2019;0000;;32;;5.8;;25.9;91.25;1.02888;
82689;16/05/2019;1200;0;;22.3;;;;;;
82689;17/05/2019;0000;;32;;5;;26.64;87.5;1.88628;
82689;17/05/2019;1200;0.1;;23.4;;;;;;
82689;18/05/2019;0000;;31.6;;6.9;;26.24;87.75;1.37184;
82689;18/05/2019;1200;114.4;;22.2;;;;;;
82689;19/05/2019;0000;;32.2;;10.4;;27.14;72.5;2.05776;
82689;19/05/2019;1200;0;;22.7;;;;;;
82689;20/05/2019;0000;;30.6;;6.5;;26.82;84.75;1.7148;
82689;20/05/2019;1200;0;;23.5;;;;;;
82689;21/05/2019;0000;;30.2;;5;;25.96;83.75;1.7148;
82689;21/05/2019;1200;0;;23.8;;;;;;
82689;22/05/2019;0000;;31.6;;9.9;;26.08;82.75;2.22924;
82689;22/05/2019;1200;1;;22.3;;;;;;
82689;23/05/2019;0000;;32.5;;9;;26.26;89.75;0.68592;
82689;23/05/2019;1200;0.3;;22.4;;;;;;
82689;24/05/2019;0000;;32.4;;9.9;;26.4;82.75;0.8574;
82689;24/05/2019;1200;4.8;;22.8;;;;;;
82689;25/05/2019;0000;;32.8;;10.2;;26.58;86.5;1.88628;
82689;25/05/2019;1200;0.2;;23.9;;;;;;
82689;26/05/2019;0000;;32.4;;10.1;;26.34;82.5;2.22924;
82689;26/05/2019;1200;0;;22.3;;;;;;
82689;27/05/2019;0000;;31.4;;10.1;;26.2;84;1.88628;
82689;27/05/2019;1200;0;;22.2;;;;;;
82689;28/05/2019;0000;;32.3;;10.1;;25.98;80.75;2.40072;
82689;28/05/2019;1200;0;;20.2;;;;;;
82689;29/05/2019;0000;;32.3;;10.1;;26.16;83.25;1.88628;
82689;29/05/2019;1200;0;;21.4;;;;;;
82689;30/05/2019;0000;;33.8;;10.5;;26.76;82.25;1.37184;
82689;30/05/2019;1200;0;;22;;;;;;
82689;31/05/2019;0000;;32.8;;10.3;;26.12;77;2.5722;
82689;31/05/2019;1200;0;;22.5;;;;;;
82689;01/06/2019;0000;;33;;10.5;;25.84;81.25;1.88628;
82689;01/06/2019;1200;0;;21.2;;;;;;
82689;02/06/2019;0000;;32.4;;9.6;;25.68;82;1.7148;
82689;02/06/2019;1200;0;;20.8;;;;;;
82689;03/06/2019;0000;;32.8;;10.4;;24.4;76.75;1.54332;
82689;03/06/2019;1200;0;;19.8;;;;;;
82689;04/06/2019;0000;;32.2;;10.1;;24.36;83.5;2.5722;
82689;04/06/2019;1200;0;;18;;;;;;
82689;05/06/2019;0000;;32.8;;9.9;;26.04;77;0.8574;
82689;05/06/2019;1200;0;;24;;;;;;
82689;06/06/2019;0000;;33;;10.6;;27.28;77.25;2.22924;
82689;06/06/2019;1200;0;;22.4;;;;;;
82689;07/06/2019;0000;;33.4;;10;;25.24;75.25;1.7148;
82689;07/06/2019;1200;0;;17.3;;;;;;
82689;08/06/2019;0000;;32.6;;9.6;;25.74;73.5;2.40072;
82689;08/06/2019;1200;0;;18.1;;;;;;
82689;09/06/2019;0000;;33.4;;9;;27.9;73.5;1.88628;
82689;09/06/2019;1200;0;;22.4;;;;;;
82689;10/06/2019;0000;;32.2;;6.7;;27.16;67.25;3.08664;
82689;10/06/2019;1200;0;;19.8;;;;;;
82689;11/06/2019;0000;;32.5;;6.5;;26.9;74.25;2.5722;
82689;11/06/2019;1200;0;;22.3;;;;;;
82689;12/06/2019;0000;;33;;5.6;;27.84;73.5;2.05776;
82689;12/06/2019;1200;0;;23.6;;;;;;
82689;13/06/2019;0000;;31.5;;2.8;;26.1;85.5;1.88628;
82689;13/06/2019;1200;0;;24.6;;;;;;
82689;14/06/2019;0000;;31.6;;4.8;;26.82;69.25;3.60108;
82689;14/06/2019;1200;1.2;;23;;;;;;
82689;15/06/2019;0000;;32.6;;6.2;;27.54;76.75;2.74368;
82689;15/06/2019;1200;0;;24.5;;;;;;
82689;16/06/2019;0000;;30.6;;3.4;;26.82;76.25;2.05776;
82689;16/06/2019;1200;0;;24.7;;;;;;
82689;17/06/2019;0000;;30.2;;2.2;;26.12;79.75;2.74368;
82689;17/06/2019;1200;0;;24.8;;;;;;
82689;18/06/2019;0000;;;;;;;;2.05776;
82689;18/06/2019;1200;4.9;;22.5;;;;;;
82689;19/06/2019;0000;;32;;10.1;;25.66;75.5;3.08664;
82689;19/06/2019;1200;0.7;;21.3;;;;;;
82689;20/06/2019;0000;;32.9;;10.2;;26.4;73;1.88628;
82689;20/06/2019;1200;0;;21.6;;;;;;
82689;21/06/2019;0000;;32.8;;10.5;;26.14;68.75;3.25812;
82689;21/06/2019;1200;0;;19.3;;;;;;
82689;22/06/2019;0000;;32.3;;10.5;;26.8;72;3.25812;
82689;22/06/2019;1200;0;;20.8;;;;;;
82689;23/06/2019;0000;;35.6;;10;;27.68;70.5;2.74368;
82689;23/06/2019;1200;0;;21.2;;;;;;
82689;24/06/2019;0000;;34;;10.2;;26.54;71.25;2.74368;
82689;24/06/2019;1200;0;;18.7;;;;;;
82689;25/06/2019;0000;;33.5;;10;;25.32;74.5;1.7148;
82689;25/06/2019;1200;0;;19.1;;;;;;
82689;26/06/2019;0000;;34.6;;10.1;;27.2;66.75;2.40072;
82689;26/06/2019;1200;0;;22.8;;;;;;
82689;27/06/2019;0000;;32.4;;8.1;;26.04;71.75;2.5722;
82689;27/06/2019;1200;0;;20;;;;;;
82689;28/06/2019;0000;;33;;10.6;;26.72;59.75;3.60108;
82689;28/06/2019;1200;0.6;;22;;;;;;
82689;29/06/2019;0000;;30;;0.6;;24.96;86;1.37184;
82689;29/06/2019;1200;0;;20.4;;;;;;
82689;30/06/2019;0000;;30.6;;4.1;;25.7;81.5;2.22924;
82689;30/06/2019;1200;0.1;;19.1;;;;;;
82689;01/07/2019;0000;;32.2;;7.9;;25.54;75.75;2.5722;
82689;01/07/2019;1200;0;;19.9;;;;;;
