Estacao;Data;Hora;Precipitacao;TempMaxima;TempMinima;Insolacao;Evaporacao Piche;Temp Comp Media;Umidade Relativa Media;Velocidade do Vento Media;
82689;02/07/2019;0000;;34.6;;10.3;;26.52;68.75;2.74368;
82689;02/07/2019;1200;0.2;;21.4;;;;;;
82689;03/07/2019;0000;;32.5;;4.7;;27.12;70.75;1.54332;
82689;03/07/2019;1200;0;;22.3;;;;;;
82689;04/07/2019;0000;;34.6;;9.2;;26.48;76.75;1.7148;
82689;04/07/2019;1200;0;;22.5;;;;;;
82689;05/07/2019;0000;;35.8;;10.5;;26.56;76.5;2.40072;
82689;05/07/2019;1200;0;;20.4;;;;;;
82689;06/07/2019;0000;;35.1;;10.3;;27.2;74.75;2.5722;
82689;06/07/2019;1200;0;;24.5;;;;;;
82689;07/07/2019;0000;;35.4;;9.4;;27.88;72.5;1.37184;
82689;07/07/2019;1200;0;;23.4;;;;;;
82689;08/07/2019;0000;;31;;5;;26.28;70.25;2.91516;
82689;08/07/2019;1200;0;;22.9;;;;;;
82689;09/07/2019;0000;;32.7;;9.9;;26.66;71.75;3.4296;
82689;09/07/2019;1200;0;;21.3;;;;;;
82689;10/07/2019;0000;;32.5;;10.6;;26.9;71.75;3.60108;
82689;10/07/2019;1200;0;;20.8;;;;;;
82689;11/07/2019;0000;;32.4;;7.5;;27;67.75;2.74368;
82689;11/07/2019;1200;0;;23.8;;;;;;
82689;12/07/2019;0000;;33.8;;10.2;;26.2;70.25;2.5722;
82689;12/07/2019;1200;0.3;;22.2;;;;;;
82689;13/07/2019;0000;;32.9;;8.6;;26.28;63.5;3.25812;
82689;13/07/2019;1200;0;;19.3;;;;;;
82689;14/07/2019;0000;;33;;9.3;;27.54;74.5;2.74368;
82689;14/07/2019;1200;0;;22.9;;;;;;
82689;15/07/2019;0000;;;;;;;;3.34386;
82689;15/07/2019;1200;0;;21.8;;;;;;
82689;16/07/2019;1200;0;;;;;;;;
82689;17/07/2019;1200;0;;;;;;;;
82689;18/07/2019;1200;0;;;;;;;;
82689;19/07/2019;1200;0;;;;;;;;
82689;20/07/2019;1200;0;;;;;;;;
82689;21/07/2019;1200;17.8;;;;;;;;
82689;22/07/2019;0000;;30.6;;6.8;;;77;2.31498;
82689;22/07/2019;1200;0;;;;;;;;
82689;23/07/2019;0000;;30.4;;4.5;;25.34;76.5;2.22924;
82689;23/07/2019;1200;1.4;;21.7;;;;;;
82689;24/07/2019;0000;;31.8;;7.3;;;83;3.08664;
82689;24/07/2019;1200;0;;;;;;;;
82689;25/07/2019;0000;;31.8;;9.3;;26.64;59.75;3.77256;
82689;25/07/2019;1200;1.1;;20.6;;;;;;
82689;26/07/2019;0000;;30.3;;5.7;;26.32;61.5;3.77256;
82689;26/07/2019;1200;0;;22.6;;;;;;
82689;27/07/2019;0000;;31;;7.8;;26.38;67.25;3.25812;
82689;27/07/2019;1200;1.6;;21.1;;;;;;
82689;28/07/2019;0000;;32.4;;7.8;;27.2;60.75;3.4296;
82689;28/07/2019;1200;0.3;;23.2;;;;;;
82689;29/07/2019;0000;;32;;9.6;;25.84;71.25;3.08664;
82689;29/07/2019;1200;0;;21.4;;;;;;
82689;30/07/2019;0000;;33;;10.8;;25.74;65.75;1.88628;
82689;30/07/2019;1200;0;;19.1;;;;;;
82689;31/07/2019;0000;;33.6;;10.4;;27.24;60.25;2.22924;
82689;31/07/2019;1200;0;;23.4;;;;;;
82689;01/08/2019;0000;;33.6;;10.9;;27.24;58.75;3.4296;
82689;01/08/2019;1200;0;;19.6;;;;;;
82689;02/08/2019;0000;;32.5;;7.2;;25.82;72.25;2.5722;
82689;02/08/2019;1200;0;;21.6;;;;;;
82689;03/08/2019;0000;;33.8;;11.2;;27.1;52;3.60108;
82689;03/08/2019;1200;1.3;;21.5;;;;;;
82689;04/08/2019;0000;;32.8;;10.7;;26.9;53;4.11552;
82689;04/08/2019;1200;0;;20.2;;;;;;
82689;05/08/2019;0000;;32.2;;8.3;;26.66;58;4.287;
82689;05/08/2019;1200;0;;22;;;;;;
82689;06/08/2019;0000;;32.6;;7.9;;26.36;58;4.45848;
82689;06/08/2019;1200;0;;22.4;;;;;;
82689;07/08/2019;0000;;33.2;;10.9;;26.44;54.25;2.5722;
82689;07/08/2019;1200;0;;20.4;;;;;;
82689;08/08/2019;0000;;34;;7.5;;25.46;70.5;3.08664;
82689;08/08/2019;1200;0;;20.7;;;;;;
82689;09/08/2019;0000;;33.6;;11.1;;26.26;66.25;4.45848;
82689;09/08/2019;1200;1.9;;20.9;;;;;;
82689;10/08/2019;0000;;29.8;;;;24.44;55.25;3.4296;
82689;10/08/2019;1200;0;;15.8;;;;;;
82689;11/08/2019;0000;;35.2;;11.2;;27.44;51.5;3.60108;
82689;11/08/2019;1200;0;;17.6;;;;;;
82689;12/08/2019;0000;;34.6;;10.8;;27.12;56.75;4.45848;
82689;12/08/2019;1200;0;;21.8;;;;;;
82689;13/08/2019;0000;;34.5;;11.1;;26.7;65.25;2.74368;
82689;13/08/2019;1200;0;;19.1;;;;;;
82689;14/08/2019;0000;;34.8;;10.1;;28.72;52.5;3.94404;
82689;14/08/2019;1200;0;;23.6;;;;;;
82689;15/08/2019;0000;;33;;9.4;;27.1;57.75;4.287;
82689;15/08/2019;1200;2.6;;22.2;;;;;;
82689;16/08/2019;0000;;31.4;;6.5;;26.42;59.75;3.4296;
82689;16/08/2019;1200;0;;21;;;;;;
82689;17/08/2019;0000;;33.4;;8.1;;27.52;54.75;4.97292;
82689;17/08/2019;1200;0;;22.6;;;;;;
82689;18/08/2019;0000;;33.6;;10.2;;25.74;59;3.25812;
82689;18/08/2019;1200;0;;18.1;;;;;;
82689;19/08/2019;0000;;34.6;;10.9;;26.78;56.75;2.5722;
82689;19/08/2019;1200;0.2;;20.1;;;;;;
82689;20/08/2019;0000;;35.5;;10.8;;27.78;48.5;2.91516;
82689;20/08/2019;1200;0;;20.6;;;;;;
82689;21/08/2019;0000;;36;;10.9;;27.52;47;3.25812;
82689;21/08/2019;1200;0;;19.2;;;;;;
82689;22/08/2019;0000;;36;;11;;27.96;49.75;3.08664;
82689;22/08/2019;1200;0;;18.2;;;;;;
82689;23/08/2019;0000;;34.5;;10.3;;28.22;58.25;3.4296;
82689;23/08/2019;1200;0;;22.4;;;;;;
82689;24/08/2019;0000;;34.8;;10.8;;27.56;47;4.80144;
82689;24/08/2019;1200;0;;19.3;;;;;;
82689;25/08/2019;0000;;33.3;;10.3;;27.32;50.75;4.11552;
82689;25/08/2019;1200;0;;20.3;;;;;;
82689;26/08/2019;0000;;34.1;;9.8;;28.28;47;4.11552;
82689;26/08/2019;1200;0;;21.7;;;;;;
82689;27/08/2019;0000;;32;;7.6;;27.64;51.5;4.45848;
82689;27/08/2019;1200;0;;22.5;;;;;;
82689;28/08/2019;0000;;34.1;;11.2;;27.34;48.25;3.4296;
82689;28/08/2019;1200;0;;20.2;;;;;;
82689;29/08/2019;0000;;34.8;;11.4;;25.56;61.5;2.74368;
82689;29/08/2019;1200;0;;18.4;;;;;;
82689;30/08/2019;0000;;35.6;;11.2;;27.78;57.75;3.08664;
82689;30/08/2019;1200;0;;21.3;;;;;;
82689;31/08/2019;0000;;34.8;;10.6;;28.2;60;3.4296;
82689;31/08/2019;1200;0;;21.4;;;;;;
82689;01/09/2019;0000;;35.6;;10.7;;27.16;65.75;2.22924;
82689;01/09/2019;1200;0;;19.6;;;;;;
82689;02/09/2019;0000;;35.8;;10.1;;29.04;53.5;3.4296;
82689;02/09/2019;1200;0;;22.8;;;;;;
82689;03/09/2019;0000;;34.6;;6.1;;28.1;58.25;2.91516;
82689;03/09/2019;1200;0;;22.2;;;;;;
82689;04/09/2019;0000;;36;;11;;28.36;58;2.74368;
82689;04/09/2019;1200;0;;21.6;;;;;;
82689;05/09/2019;0000;;36.4;;7.3;;30.3;56.75;2.5722;
82689;05/09/2019;1200;0;;24;;;;;;
82689;06/09/2019;0000;;35.6;;9.4;;29.04;49.5;2.74368;
82689;06/09/2019;1200;0;;23.4;;;;;;
82689;07/09/2019;0000;;36.2;;9.8;;29.5;45.25;4.97292;
82689;07/09/2019;1200;0;;22;;;;;;
82689;08/09/2019;0000;;34.6;;10.8;;28.38;49;4.287;
82689;08/09/2019;1200;0;;22.9;;;;;;
82689;09/09/2019;0000;;35.6;;10.6;;28.26;49.5;3.77256;
82689;09/09/2019;1200;0;;22.1;;;;;;
82689;10/09/2019;0000;;35;;10.8;;27.94;51.5;3.25812;
82689;10/09/2019;1200;0;;20.5;;;;;;
82689;11/09/2019;0000;;36;;11;;28.7;43.25;3.94404;
82689;11/09/2019;1200;0;;20.8;;;;;;
82689;12/09/2019;0000;;36.6;;10;;29.38;52.75;3.08664;
82689;12/09/2019;1200;0;;24.3;;;;;;
82689;13/09/2019;0000;;35.6;;10.7;;27.96;55.75;2.5722;
82689;13/09/2019;1200;0;;20.8;;;;;;
82689;14/09/2019;0000;;37.2;;10.6;;28.58;67.25;1.54332;
82689;14/09/2019;1200;0;;22.7;;;;;;
82689;15/09/2019;0000;;37.2;;10.8;;29.56;45;3.25812;
82689;15/09/2019;1200;0;;22.5;;;;;;
82689;16/09/2019;0000;;34.5;;10.4;;28.54;46;3.77256;
82689;16/09/2019;1200;0;;20.3;;;;;;
82689;17/09/2019;0000;;34.6;;10.9;;27.92;65.5;2.40072;
82689;17/09/2019;1200;0;;21.4;;;;;;
82689;18/09/2019;0000;;35.1;;6;;28;61.5;3.94404;
82689;18/09/2019;1200;0;;24.9;;;;;;
82689;19/09/2019;0000;;36.8;;11;;29.46;42.25;3.4296;
82689;19/09/2019;1200;0;;21.9;;;;;;
82689;20/09/2019;0000;;36.1;;11.2;;;41.75;3.94404;
82689;20/09/2019;1200;0;;;;;;;;
82689;21/09/2019;0000;;36.8;;11.1;;28.14;67;2.74368;
82689;21/09/2019;1200;0;;21.1;;;;;;
82689;22/09/2019;0000;;36.4;;10.8;;28.92;61.25;1.7148;
82689;22/09/2019;1200;0;;23.4;;;;;;
82689;23/09/2019;0000;;37;;11.1;;28.06;62;3.25812;
82689;23/09/2019;1200;0;;22.3;;;;;;
82689;24/09/2019;0000;;36;;10.8;;29.14;61.75;2.74368;
82689;24/09/2019;1200;0.7;;24.1;;;;;;
82689;25/09/2019;0000;;36.8;;11.1;;28.08;60.5;2.05776;
82689;25/09/2019;1200;0;;23.3;;;;;;
82689;26/09/2019;0000;;36.4;;10.9;;28.54;53.25;2.05776;
82689;26/09/2019;1200;0;;21.8;;;;;;
82689;27/09/2019;0000;;36.9;;10.9;;28.38;66;2.40072;
82689;27/09/2019;1200;0;;22.2;;;;;;
82689;28/09/2019;0000;;37.7;;11;;28.58;62;3.08664;
82689;28/09/2019;1200;0;;22.6;;;;;;
82689;29/09/2019;0000;;36.6;;10.5;;29.28;64;2.22924;
82689;29/09/2019;1200;0;;25.3;;;;;;
82689;30/09/2019;0000;;37;;11;;28.96;62.75;2.22924;
82689;30/09/2019;1200;0;;23.2;;;;;;
82689;01/10/2019;0000;;36.8;;10.4;;29.56;60.75;2.5722;
82689;01/10/2019;1200;0;;23.8;;;;;;
82689;02/10/2019;0000;;35.4;;9.9;;28.44;66.25;2.74368;
82689;02/10/2019;1200;0;;25;;;;;;
82689;03/10/2019;0000;;37;;10.9;;28.86;48.75;2.74368;
82689;03/10/2019;1200;0;;21.5;;;;;;
82689;04/10/2019;0000;;37;;10.7;;30.68;40.5;4.287;
82689;04/10/2019;1200;0;;23.7;;;;;;
82689;05/10/2019;0000;;36.8;;10.9;;28.28;60.75;2.5722;
82689;05/10/2019;1200;0;;20.2;;;;;;
82689;06/10/2019;0000;;37.6;;10.6;;29.28;68.25;1.7148;
82689;06/10/2019;1200;0;;22.7;;;;;;
82689;07/10/2019;0000;;37.2;;11.2;;29.28;64.25;2.22924;
82689;07/10/2019;1200;0.2;;22.8;;;;;;
82689;08/10/2019;0000;;36.5;;10.8;;28.28;48.25;3.94404;
82689;08/10/2019;1200;0;;22.2;;;;;;
